SCHOOLID,SCHOOL_TYPE_CODE,BLANK,SCHOOL_NAME,DISTRICT_NAME,CITY,COUNTY,LOCAL_PROP_TAXES_DISTRICT_DOLLAR,LOCAL_PROP_TAXES_DISTRICT_PCT,LOCAL_PROP_TAXES_STATE_PCT,OTHER_LOCAL_FUNDING_DISTRICT_DOLLAR,OTHER_LOCAL_FUNDING_DISTRICT_PCT,OTHER_LOCAL_FUNDING_STATE_PCT,Total Local Dollars,TOTAL_REVENUE_SOURCE,dollars_per_enrollment,% Local Dollars,DISTRICT_TOTAL_ENROLLMENT,GENERAL_STATE_AID_DISTRICT_DOLLAR,GENERAL_STATE_AID_DISTRICT_PCT,GENERAL_STATE_AID_STATE_PCT,OTHER_STATE_FUNDING_DISTRICT_DOLLAR,OTHER_STATE_FUNDING_DISTRICT_PCT,OTHER_STATE_FUNDING_STATE_PCT,FEDERAL_FUNDING_DISTRICT_DOLLAR,FEDERAL_FUNDING_DISTRICT_PCT,FEDERAL_FUNDING_STATE_PCT,EAV_PER_PUPIL_DISTRICT,TOT_SCHL_TAX_RATE_PER_100_DISTRICT,OPER_EXPEND_PP_DISTRICT
190220870170001,0,,Glenbard East High School,Glenbard Twp HSD 87,Lombard,Dupage,"$120,630,248",86,62.8,"$6,689,309",4.8,4.6,"$127,319,706","$140,255,424","$17,160.83",90.78%,"8,173","$4,413,297",3.1,16.3,"$5,555,717",4,8.6,"$2,966,853",2.1,7.7,"$630,364",2.49,"$16,150"
50160650041002,1,,Chute Middle School,Evanston CCSD 65,Evanston,Cook,"$91,720,297",80.5,62.8,"$4,395,636",3.9,4.6,"$96,116,076","$113,944,211","$14,598.87",84.35%,"7,805","$4,338,900",3.8,16.3,"$6,605,627",5.8,8.6,"$6,883,751",6,7.7,"$342,036",3.67,"$14,150"
70162300130001,0,,Carl Sandburg High School,Cons HSD 230,Orland Park,Cook,"$115,308,792",86.8,62.8,"$5,088,142",3.8,4.6,"$120,397,084","$132,894,360","$17,437.92",90.60%,"7,621","$4,334,926",3.3,16.3,"$5,483,398",4.1,8.6,"$2,679,102",2,7.7,"$598,096",2.64,"$15,199"
440630470041004,1,,Lundahl Middle School,Crystal Lake CCSD 47,Crystal Lake,McHenry,"$71,563,112",78.6,62.8,"$3,087,016",3.4,4.6,"$74,650,269","$91,101,881","$11,980.78",81.94%,"7,604","$3,684,338",4,16.3,"$8,210,545",9,8.6,"$4,556,870",5,7.7,"$223,989",4.41,"$10,570"
410570070260001,0,,Edwardsville High School,Edwardsville CUSD 7,Edwardsville,Madison,"$51,132,497",71.7,62.8,"$4,718,944",6.6,4.6,"$55,851,576","$71,266,117","$9,416.77",78.37%,"7,568","$5,969,057",8.4,16.3,"$5,762,875",8.1,8.6,"$3,682,744",5.2,7.7,"$172,153",4.18,"$9,362"
490810400220001,0,,Moline Sr High School,Moline-Coal Valley CUSD 40,Moline,Rock Island,"$46,482,042",62.4,62.8,"$2,523,597",3.4,4.6,"$49,005,764","$74,467,983","$10,160.73",65.81%,"7,329","$14,853,278",19.9,16.3,"$4,132,165",5.5,8.6,"$6,476,901",8.7,7.7,"$123,196",5.11,"$10,286"
340491160260006,0,,Round Lake Senior High School,Round Lake CUSD 116,Round Lake,Lake,"$33,454,508",38.4,62.8,"$1,107,995",1.3,4.6,"$34,562,604","$87,127,213","$11,940.14",39.67%,"7,297","$38,109,605",43.7,16.3,"$6,893,755",7.9,8.6,"$7,561,350",8.7,7.7,"$55,041",9.42,"$12,334"
560992100160001,0,,Lincoln-Way Central High School,Lincoln Way CHSD 210,New Lenox,Will,"$74,093,241",74.4,62.8,"$14,744,002",14.8,4.6,"$88,837,380","$99,531,721","$13,998.84",89.26%,"7,110","$4,930,373",5,16.3,"$3,718,227",3.7,8.6,"$2,045,878",2.1,7.7,"$532,595",2.06,"$13,182"
50160590041010,1,,Grove Jr High School,Comm Cons SD 59,Elk Grove Village,Cook,"$85,394,573",80,62.8,"$2,984,972",2.8,4.6,"$88,379,688","$106,754,013","$15,467.11",82.79%,"6,902","$6,946,234",6.5,16.3,"$5,681,386",5.3,8.6,"$5,746,848",5.4,7.7,"$390,586",3.17,"$13,898"
490810410250001,0,,Rock Island High School,Rock Island SD 41,Rock Island,Rock Island,"$33,554,253",45.3,62.8,"$2,194,279",3,4.6,"$35,748,640","$74,112,046","$10,951.98",48.24%,"6,767","$20,573,512",27.8,16.3,"$4,341,184",5.9,8.6,"$13,448,818",18.1,7.7,"$84,149",5.31,"$10,548"
41011220220002,0,,Harlem High School,Harlem UD 122,Machesney Park,Winnebago,"$49,577,801",56.9,62.8,"$4,338,778",5,4.6,"$53,916,699","$87,197,022","$12,931.49",61.83%,"6,743","$19,417,527",22.3,16.3,"$6,484,732",7.4,8.6,"$7,378,184",8.5,7.7,"$95,750",7.81,"$12,396"
50160210041002,1,,Cooper Middle School,Wheeling CCSD 21,Buffalo Grove,Cook,"$71,889,448",79.5,62.8,"$1,302,606",1.4,4.6,"$73,192,196","$90,418,809","$13,423.22",80.95%,"6,736","$7,481,823",8.3,16.3,"$4,535,659",5,8.6,"$5,209,273",5.8,7.7,"$259,199",4.84,"$16,571"
410570100260001,0,,Collinsville High School,Collinsville CUSD 10,Collinsville,Madison,"$32,031,393",51.2,62.8,"$1,933,770",3.1,4.6,"$33,965,277","$62,519,853","$9,533.37",54.33%,"6,558","$16,941,667",27.1,16.3,"$5,038,108",8.1,8.6,"$6,574,915",10.5,7.7,"$119,873",4.44,"$9,398"
440631550160001,0,,Crystal Lake Central High School,CHSD 155,Crystal Lake,McHenry,"$74,104,304",76.5,62.8,"$7,452,967",7.7,4.6,"$81,557,410","$96,865,696","$14,868.10",84.20%,"6,515","$9,052,938",9.3,16.3,"$3,819,999",3.9,8.6,"$2,435,488",2.5,7.7,"$430,670",2.96,"$15,530"
410570110260001,0,,Alton High School,Alton CUSD 11,Alton,Madison,"$35,127,522",53.6,62.8,"$1,456,964",2.2,4.6,"$36,584,602","$65,509,279","$10,095.44",55.85%,"6,489","$13,933,161",21.3,16.3,"$6,633,785",10.1,8.6,"$8,357,847",12.8,7.7,"$122,227",4.37,"$11,985"
