SCHOOLID,SCHOOL_TYPE_CODE,BLANK,SCHOOL_NAME,DISTRICT_NAME,CITY,COUNTY,LOCAL_PROP_TAXES_DISTRICT_DOLLAR,LOCAL_PROP_TAXES_DISTRICT_PCT,LOCAL_PROP_TAXES_STATE_PCT,OTHER_LOCAL_FUNDING_DISTRICT_DOLLAR,OTHER_LOCAL_FUNDING_DISTRICT_PCT,OTHER_LOCAL_FUNDING_STATE_PCT,Total Local Dollars,TOTAL_REVENUE_SOURCE,dollars_per_enrollment,% Local Dollars,DISTRICT_TOTAL_ENROLLMENT,GENERAL_STATE_AID_DISTRICT_DOLLAR,GENERAL_STATE_AID_DISTRICT_PCT,GENERAL_STATE_AID_STATE_PCT,OTHER_STATE_FUNDING_DISTRICT_DOLLAR,OTHER_STATE_FUNDING_DISTRICT_PCT,OTHER_STATE_FUNDING_STATE_PCT,FEDERAL_FUNDING_DISTRICT_DOLLAR,FEDERAL_FUNDING_DISTRICT_PCT,FEDERAL_FUNDING_STATE_PCT,EAV_PER_PUPIL_DISTRICT,TOT_SCHL_TAX_RATE_PER_100_DISTRICT,OPER_EXPEND_PP_DISTRICT
320462580042001,2,,St George Elem School,St George CCSD 258,Bourbonnais,Kankakee,"$2,475,681",58.8,62.8,"$193,504",4.6,4.6,"$2,669,307","$4,211,450","$9,115.69",63.38%,462,"$1,045,472",24.8,16.3,"$295,838",7,8.6,"$200,955",4.8,7.7,"$164,880",3.36,"$8,060"
56099070C042001,2,,Laraway Elem School,Laraway CCSD 70C,Joliet,Will,"$7,575,565",78.4,62.8,"$186,329",1.9,4.6,"$7,762,035","$9,665,015","$20,965.33",80.31%,461,"$712,747",7.4,16.3,"$624,590",6.5,8.6,"$565,784",5.9,7.7,"$518,901",2.52,"$17,635"
400310100260001,0,,Greenfield High School,Greenfield CUSD 10,Greenfield,Greene,"$2,236,027",52.5,62.8,"$209,062",4.9,4.6,"$2,445,204","$4,262,472","$9,286.43",57.37%,459,"$1,205,280",28.3,16.3,"$365,860",8.6,8.6,"$246,243",5.8,7.7,"$112,448",4.74,"$9,943"
280371900022001,2,,Colona Grade School,Colona SD 190,Colona,Henry,"$1,301,581",32.6,62.8,"$399,791",10,4.6,"$1,701,467","$3,991,913","$8,754.20",42.62%,456,"$1,630,076",40.8,16.3,"$242,919",6.1,8.6,"$417,546",10.5,7.7,"$87,934",2.72,"$7,405"
200830020260001,0,,Carrier Mills-Stonefort H S,Carrier Mills-Stonefort CUSD 2,Carrier Mills,Saline,"$942,964",23.1,62.8,"$293,011",7.2,4.6,"$1,236,061","$4,081,407","$8,950.45",30.29%,456,"$2,123,763",52,16.3,"$369,562",9.1,8.6,"$352,107",8.6,7.7,"$44,475",4.73,"$8,702"
300731010160001,0,,Pinckneyville Comm High School,Pinckneyville CHSD 101,Pinckneyville,Perry,"$2,469,008",58,62.8,"$221,304",5.2,4.6,"$2,690,433","$4,254,523","$9,330.09",63.24%,456,"$1,128,721",26.5,16.3,"$245,213",5.8,8.6,"$190,277",4.5,7.7,"$234,984",2.27,"$10,175"
30262040260002,0,,Ramsey High School,Ramsey CUSD 204,Ramsey,Fayette,"$1,009,953",22.7,62.8,"$87,153",2,4.6,"$1,097,192","$4,451,974","$9,763.10",24.65%,456,"$2,068,356",46.5,16.3,"$797,573",17.9,8.6,"$488,939",11,7.7,"$58,075",4.21,"$9,586"
70161690021001,1,,Cottage Grove Upper Grade Center,Ford Heights SD 169,Ford Heights,Cook,"$5,801,717",59.6,62.8,"$556,553",5.7,4.6,"$6,358,392","$9,737,764","$21,687.67",65.30%,449,"$1,365,216",14,16.3,"$616,161",6.3,8.6,"$1,398,117",14.4,7.7,"$79,687",17.8,"$27,125"
350501600170001,0,,Seneca High School,Seneca Twp HSD 160,Seneca,La Salle,"$13,177,891",91.4,62.8,"$492,728",3.4,4.6,"$13,670,773","$14,421,709","$32,191.31",94.79%,448,"$144,617",1,16.3,"$412,496",2.9,8.6,"$193,977",1.3,7.7,"$1,540,938",1.8,"$21,843"
11087003A260001,0,,Cowden-Herrick Jr/Sr High School,Cowden-Herrick CUSD 3A,Cowden,Shelby,"$1,105,892",28.9,62.8,"$252,539",6.6,4.6,"$1,358,523","$3,822,875","$8,552.29",35.54%,447,"$1,873,161",49,16.3,"$318,540",8.3,8.6,"$272,743",7.1,7.7,"$47,659",5.44,"$8,603"
350500090260001,0,,Earlville Jr/Sr High School,Earlville CUSD 9,Earlville,La Salle,"$3,296,541",63.2,62.8,"$348,838",6.7,4.6,"$3,645,505","$5,214,690","$11,797.94",69.91%,442,"$948,309",18.2,16.3,"$228,557",4.4,8.6,"$392,445",7.5,7.7,"$130,073",6.42,"$11,193"
280061030220001,0,,DePue High School,DePue USD 103,DePue,Bureau,"$637,090",16.5,62.8,"$85,536",2.2,4.6,"$722,705","$3,868,049","$8,771.09",18.68%,441,"$2,281,953",59,16.3,"$438,208",11.3,8.6,"$425,262",11,7.7,"$21,310",6.52,"$9,559"
200830010260001,0,,Galatia High School,Galatia CUSD 1,Galatia,Saline,"$1,709,623",45.6,62.8,"$304,784",8.1,4.6,"$2,014,515","$3,751,269","$8,525.61",53.70%,440,"$1,091,673",29.1,16.3,"$366,178",9.8,8.6,"$279,011",7.4,7.7,"$100,273",4.15,"$8,240"
260343170041006,1,,Carthage Middle School,Carthage ESD 317,Carthage,Hancock,"$1,789,323",49.3,62.8,"$376,209",10.4,4.6,"$2,165,644","$3,631,502","$8,291.10",59.64%,438,"$874,922",24.1,16.3,"$310,655",8.6,8.6,"$280,393",7.7,7.7,"$166,501",2.65,"$8,273"
200962250160001,0,,Fairfield Comm High School,Fairfield Comm H S Dist 225,Fairfield,Wayne,"$1,987,724",46.3,62.8,"$337,449",7.9,4.6,"$2,325,282","$4,297,378","$9,856.37",54.11%,436,"$1,548,444",36,16.3,"$241,756",5.6,8.6,"$182,005",4.2,7.7,"$188,145",2.35,"$8,661"
300910430042001,2,,Jonesboro Elem School,County of Union Sch Dist No43,Jonesboro,Union,"$808,508",24.4,62.8,"$201,474",6.1,4.6,"$1,010,069","$3,311,164","$7,611.87",30.51%,435,"$1,719,671",51.9,16.3,"$278,400",8.4,8.6,"$303,111",9.2,7.7,"$63,430",2.99,"$6,822"
200962000260001,0,,Cisne High School,North Wayne CUSD 200,Cisne,Wayne,"$1,622,141",40.4,62.8,"$153,078",3.8,4.6,"$1,775,322","$4,015,012","$9,251.18",44.22%,434,"$1,583,902",39.4,16.3,"$337,062",8.4,8.6,"$318,829",7.9,7.7,"$58,432",5.65,"$9,285"
400070400260001,0,,Calhoun High School,Calhoun CUSD 40,Hardin,Calhoun,"$2,411,981",50.6,62.8,"$289,856",6.1,4.6,"$2,701,950","$4,762,853","$10,974.32",56.73%,434,"$1,351,326",28.4,16.3,"$355,891",7.5,8.6,"$353,799",7.4,7.7,"$101,300",6.12,"$12,098"
70161100022002,2,,Charles J Sahs Elem School,Central Stickney SD 110,Chicago,Cook,"$4,413,586",76.8,62.8,"$31,720",0.6,4.6,"$4,445,446","$5,749,825","$13,309.78",77.31%,432,"$676,740",11.8,16.3,"$289,636",5,8.6,"$338,143",5.9,7.7,"$439,722",2.29,"$11,193"
210440550022001,2,,Vienna Elem School Dist 55,Vienna SD 55,Vienna,Johnson,"$1,024,530",30.1,62.8,"$166,605",4.9,4.6,"$1,191,228","$3,409,003","$7,964.96",34.94%,428,"$1,479,156",43.4,16.3,"$325,912",9.6,8.6,"$412,800",12.1,7.7,"$84,555",2.83,"$8,287"
30030010260001,0,,Mulberry Grove Sr High School,Mulberry Grove CUSD 1,Mulberry Grove,Bond,"$1,280,648",33.3,62.8,"$237,262",6.2,4.6,"$1,518,006","$3,850,301","$9,059.53",39.43%,425,"$1,566,548",40.7,16.3,"$283,577",7.4,8.6,"$482,266",12.5,7.7,"$71,357",4.65,"$9,705"
440630190240002,0,,Alden-Hebron High School,Alden Hebron SD 19,Hebron,McHenry,"$4,250,917",78.9,62.8,"$179,487",3.3,4.6,"$4,430,546","$5,388,406","$12,678.60",82.22%,425,"$278,068",5.2,16.3,"$363,716",6.7,8.6,"$316,218",5.9,7.7,"$181,174",5.61,"$11,265"
110230010260001,0,,Shiloh High School,Shiloh CUSD 1,Hume,Edgar,"$3,612,046",71.9,62.8,"$210,710",4.2,4.6,"$3,822,891","$5,021,311","$11,870.71",76.13%,423,"$445,002",8.9,16.3,"$387,427",7.7,8.6,"$366,126",7.3,7.7,"$240,493",4.17,"$11,000"
440630360022001,2,,Harrison Elem School,Harrison SD 36,Wonder Lake,McHenry,"$4,544,149",73.7,62.8,"$96,166",1.6,4.6,"$4,640,452","$6,168,746","$14,722.54",75.23%,419,"$810,974",13.1,16.3,"$412,867",6.7,8.6,"$304,590",4.9,7.7,"$193,872",6.89,"$12,644"
60160920022001,2,,Lindop Elem School,Lindop SD 92,Broadview,Cook,"$5,516,843",76.3,62.8,"$129,726",1.8,4.6,"$5,646,708","$7,226,331","$17,287.87",78.14%,418,"$819,824",11.3,16.3,"$368,177",5.1,8.6,"$391,761",5.4,7.7,"$214,649",6.38,"$11,884"
60160790022001,2,,Pennoyer Elem School,Pennoyer SD 79,Norridge,Cook,"$3,703,316",82,62.8,"$206,394",4.6,4.6,"$3,909,855","$4,516,664","$10,857.37",86.57%,416,"$265,746",5.9,16.3,"$154,422",3.4,8.6,"$186,786",4.1,7.7,"$326,461",2.71,"$9,921"
34049900025201C,C,,Prairie Crossing Charter School,Prairie Crossing Charter School,Grayslake,Lake,$0,0,62.8,"$393,784",9,4.6,"$393,847","$4,390,056","$10,578.45",8.97%,415,"$3,798,600",86.5,16.3,"$110,953",2.5,8.6,"$86,719",2,7.7,,,
130950990160001,0,,Nashville Comm High School,Nashville CHSD 99,Nashville,Washington,"$2,804,508",63.6,62.8,"$316,792",7.2,4.6,"$3,121,426","$4,412,220","$10,631.86",70.75%,415,"$777,203",17.6,16.3,"$374,448",8.5,8.6,"$139,269",3.2,7.7,"$370,296",1.91,"$11,576"
130413180270001,0,,Webber High School,Bluford Unit School District 318,Bluford,Jefferson,,,,,,,,,$0.00,,406,,,,,,,,,,,,
80432050260001,0,,Warren Jr/Sr High School,Warren CUSD 205,Warren,Jo Daviess,"$4,087,250",71.3,62.8,"$377,191",6.6,4.6,"$4,464,575","$5,733,255","$14,191.23",77.87%,404,"$704,560",12.3,16.3,"$282,934",4.9,8.6,"$281,320",4.9,7.7,"$152,899",6.82,"$11,659"
260343160260001,0,,Warsaw Sr High School,Warsaw CUSD 316,Warsaw,Hancock,"$1,269,105",32.9,62.8,"$686,321",17.8,4.6,"$1,955,522","$3,853,733","$9,658.48",50.74%,399,"$1,329,027",34.5,16.3,"$342,213",8.9,8.6,"$227,067",5.9,7.7,"$73,862",4.02,"$9,152"
280372250260001,0,,AlWood  Middle/High School,AlWood CUSD 225,Woodhull,Henry,"$3,333,860",70.2,62.8,"$305,003",6.4,4.6,"$3,638,996","$4,746,168","$11,925.05",76.67%,398,"$488,114",10.3,16.3,"$322,708",6.8,8.6,"$296,483",6.2,7.7,"$172,563",5.47,"$12,315"
15016901025201C,C,,Horizon Science Acad-Belmont,Horizon Science Acad-Belmont,Chicago,Cook,,,,,,,,,$0.00,,398,,,,,,,,,,,,
280065020170001,0,,Hall High School,Hall HSD 502,Spring Valley,Bureau,"$4,965,029",73.9,62.8,"$498,592",7.4,4.6,"$5,463,758","$6,722,008","$16,974.77",81.28%,396,"$902,834",13.4,16.3,"$191,162",2.8,8.6,"$164,391",2.4,7.7,"$356,353",4,"$25,128"
17053006J260001,0,,Tri-Point High School,Tri Point CUSD 6-J,Cullom,Livingston,"$3,426,960",63,62.8,"$471,099",8.7,4.6,"$3,898,185","$5,436,410","$13,763.06",71.71%,395,"$656,316",12.1,16.3,"$476,452",8.8,8.6,"$405,583",7.5,7.7,"$156,371",5.17,"$12,795"
70161080022001,2,,Willow Springs Elem School,Willow Springs SD 108,Willow Springs,Cook,"$4,142,466",71.2,62.8,"$400,080",6.9,4.6,"$4,542,680","$5,814,918","$14,986.90",78.12%,388,"$742,109",12.8,16.3,"$222,744",3.8,8.6,"$307,519",5.3,7.7,"$172,523",6.32,"$11,131"
130140210022001,2,,Aviston Elem School,Aviston SD 21,Aviston,Clinton,"$1,156,432",45.3,62.8,"$233,959",9.2,4.6,"$1,390,499","$2,550,861","$6,591.37",54.51%,387,"$943,163",37,16.3,"$107,141",4.2,8.6,"$110,166",4.3,7.7,"$132,558",2.32,"$6,235"
11012003C260001,0,,Martinsville Jr- Sr High School,Martinsville CUSD 3C,Martinsville,Clark,"$1,338,557",35.4,62.8,"$108,533",2.9,4.6,"$1,447,188","$3,776,705","$9,758.93",38.32%,387,"$1,604,690",42.5,16.3,"$300,200",7.9,8.6,"$424,725",11.2,7.7,"$69,816",4.89,"$9,373"
30262010260003,0,,Brownstown High School,Brownstown CUSD 201,Brownstown,Fayette,"$984,147",25.1,62.8,"$51,801",1.3,4.6,"$1,036,036","$3,922,072","$10,213.73",26.42%,384,"$1,713,270",43.7,16.3,"$726,146",18.5,8.6,"$446,708",11.4,7.7,"$57,287",4.88,"$9,779"
300771000260001,0,,Century Jr/Sr High School,Century CUSD 100,Ullin,Pulaski,"$723,149",20.5,62.8,"$88,927",2.5,4.6,"$812,159","$3,519,354","$9,212.97",23.08%,382,"$1,851,802",52.6,16.3,"$420,436",11.9,8.6,"$435,040",12.4,7.7,"$39,900",4.07,"$9,108"
260343070160001,0,,Illini West High School,Illini West H S Dist 307,Carthage,Hancock,"$2,451,554",59.5,62.8,"$160,841",3.9,4.6,"$2,612,517","$4,119,117","$10,783.03",63.42%,382,"$997,206",24.2,16.3,"$319,988",7.8,8.6,"$189,528",4.6,7.7,"$357,458",1.93,"$9,138"
280372260260001,0,,Annawan High School,Annawan CUSD 226,Annawan,Henry,"$2,687,432",64.7,62.8,"$398,368",9.6,4.6,"$3,085,928","$4,151,119","$10,866.80",74.34%,382,"$687,082",16.6,16.3,"$249,461",6,8.6,"$128,776",3.1,7.7,"$125,254",5.31,"$9,994"
560992030042001,2,,Elwood C C School,Elwood CCSD 203,Elwood,Will,"$2,806,394",66.1,62.8,"$193,472",4.6,4.6,"$2,999,995","$4,248,451","$11,150.79",70.61%,381,"$190,542",4.5,16.3,"$135,894",3.2,8.6,"$922,149",21.7,7.7,"$246,006",3.08,"$10,382"
110870010260002,0,,Windsor Jr & Sr High School,Windsor CUSD 1,Windsor,Shelby,"$1,554,594",48.2,62.8,"$196,113",6.1,4.6,"$1,750,818","$3,224,379","$8,485.21",54.30%,380,"$1,013,372",31.4,16.3,"$248,840",7.7,8.6,"$211,460",6.6,7.7,"$116,647",3.78,"$10,226"
130410010260001,0,,Waltonville High School,Waltonville CUSD 1,Waltonville,Jefferson,"$1,456,660",43.9,62.8,"$242,804",7.3,4.6,"$1,699,571","$3,319,209","$8,757.81",51.20%,379,"$1,103,658",33.3,16.3,"$275,568",8.3,8.6,"$240,519",7.2,7.7,"$75,221",4.85,"$9,211"
10750040260002,0,,Griggsville-Perry High School,Griggsville-Perry CUSD 4,Griggsville,Pike,"$1,904,011",44.4,62.8,"$266,944",6.2,4.6,"$2,171,062","$4,284,107","$11,303.71",50.68%,379,"$1,164,403",27.2,16.3,"$541,337",12.6,8.6,"$407,412",9.5,7.7,"$93,203",5.37,"$11,098"
500821810022001,2,,Signal Hill Elem School,Signal Hill SD 181,Belleville,Saint Clair,"$1,598,701",44.4,62.8,"$252,433",7,4.6,"$1,851,241","$3,601,077","$9,551.93",51.41%,377,"$1,116,432",31,16.3,"$312,865",8.7,8.6,"$320,646",8.9,7.7,"$114,553",4.22,"$10,024"
400560020260004,0,,Northwestern High School,Northwestern CUSD 2,Palmyra,Macoupin,"$1,646,473",43.7,62.8,"$333,126",8.8,4.6,"$1,979,706","$3,765,921","$10,069.31",52.57%,374,"$1,066,661",28.3,16.3,"$440,290",11.7,8.6,"$279,371",7.4,7.7,"$104,154",4.51,"$10,447"
10690060260001,0,,Waverly High School,Waverly CUSD 6,Waverly,Morgan,"$2,910,529",65.9,62.8,"$237,637",5.4,4.6,"$3,148,295","$4,415,542","$11,806.26",71.30%,374,"$820,726",18.6,16.3,"$246,265",5.6,8.6,"$200,385",4.5,7.7,"$131,706",5.49,"$11,001"
130410020042001,2,,Rome Comm Cons Elem School,Rome CCSD 2,Dix,Jefferson,"$623,414",28,62.8,"$89,477",4,4.6,"$712,982","$2,230,154","$6,011.20",31.97%,371,"$1,121,073",50.3,16.3,"$185,597",8.3,8.6,"$210,593",9.4,7.7,"$93,501",2.1,"$8,487"
260290020260001,0,,V I T Sr High School,V I T CUSD 2,Table Grove,Fulton,"$3,374,690",70.6,62.8,"$261,561",5.5,4.6,"$3,636,384","$4,780,349","$12,954.88",76.07%,369,"$552,176",11.6,16.3,"$319,772",6.7,8.6,"$272,150",5.7,7.7,"$95,181",5.77,"$10,648"
300910840260001,0,,Shawnee High School,Shawnee CUSD 84,Wolf Lake,Union,"$3,140,706",53.7,62.8,"$120,013",2.1,4.6,"$3,260,836","$5,850,087","$15,853.89",55.74%,369,"$580,863",9.9,16.3,"$1,498,106",25.6,8.6,"$510,399",8.7,7.7,"$184,622",4.6,"$12,086"
10690270260001,0,,Triopia Jr-Sr High School,Triopia CUSD 27,Concord,Morgan,"$1,939,322",56.1,62.8,"$271,575",7.9,4.6,"$2,211,016","$3,454,067","$9,463.20",64.01%,365,"$789,265",22.9,16.3,"$290,355",8.4,8.6,"$163,550",4.7,7.7,"$104,674",4.68,"$8,889"
80892030260001,0,,Orangeville High School,Orangeville CUSD 203,Orangeville,Stephenson,"$2,125,205",54.5,62.8,"$171,075",4.4,4.6,"$2,296,397","$3,901,329","$10,688.57",58.86%,365,"$972,155",24.9,16.3,"$280,371",7.2,8.6,"$352,523",9,7.7,"$116,342",5.47,"$10,665"
480720680021003,1,,Oak Grove West School,Oak Grove SD 68,Peoria,Peoria,"$1,955,080",59,62.8,"$89,075",2.7,4.6,"$2,044,277","$3,311,523","$9,173.19",61.73%,361,"$960,378",29,16.3,"$98,668",3,8.6,"$208,322",6.3,7.7,"$139,301",3.74,"$7,540"
210441330170001,0,,Vienna High School,Vienna HSD 133,Vienna,Johnson,"$1,733,839",51.2,62.8,"$209,631",6.2,4.6,"$1,943,584","$3,386,902","$9,460.62",57.39%,358,"$1,053,297",31.1,16.3,"$224,266",6.6,8.6,"$165,869",4.9,7.7,"$185,075",2.38,"$9,714"
531020210260001,0,,Lowpoint-Washburn Jr Sr High Sch,Lowpoint-Washburn CUSD 21,Washburn,Woodford,"$2,683,155",62.6,62.8,"$227,558",5.3,4.6,"$2,910,838","$4,289,263","$11,981.18",67.86%,358,"$871,198",20.3,16.3,"$260,701",6.1,8.6,"$246,651",5.8,7.7,"$136,016",5.59,"$11,414"
260290040260001,0,,Spoon River Valley Sr High Sch,Spoon River Valley CUSD 4,London Mills,Fulton,"$3,515,561",67.7,62.8,"$327,223",6.3,4.6,"$3,842,915","$5,191,273","$14,541.38",74.03%,357,"$738,903",14.2,16.3,"$409,346",7.9,8.6,"$200,240",3.9,7.7,"$121,014",5.59,"$12,188"
70161720022001,2,,Sandridge Elem School,Sandridge SD 172,Lynwood,Cook,"$2,399,914",46,62.8,"$120,051",2.3,4.6,"$2,520,074","$5,220,096","$14,746.03",48.28%,354,"$1,997,895",38.3,16.3,"$188,551",3.6,8.6,"$513,685",9.8,7.7,"$124,973",5.68,"$10,350"
30110140240001,0,,South Fork Jr Sr High School,South Fork SD 14,Kincaid,Christian,"$877,782",27.7,62.8,"$204,832",6.5,4.6,"$1,082,705","$3,167,747","$9,050.71",34.18%,350,"$1,507,417",47.6,16.3,"$293,858",9.3,8.6,"$283,858",9,7.7,"$62,399",4.39,"$7,689"
260290010260001,0,,Astoria High School,Astoria CUSD 1,Astoria,Fulton,"$2,077,371",45.2,62.8,"$480,607",10.4,4.6,"$2,558,086","$4,600,130","$13,143.23",55.61%,350,"$1,458,473",31.7,16.3,"$313,399",6.8,8.6,"$270,280",5.9,7.7,"$67,191",6.6,"$12,164"
210281740260001,0,,Thompsonville High School,Thompsonville CUSD 174,Thompsonville,Franklin,"$763,340",27.4,62.8,"$187,562",6.7,4.6,"$950,992","$2,790,216","$8,064.21",34.08%,346,"$1,397,028",50.1,16.3,"$151,837",5.4,8.6,"$290,449",10.4,7.7,"$55,131",4.33,"$8,252"
560990900022001,2,,Taft Grade School,Taft SD 90,Lockport,Will,"$2,034,277",63.3,62.8,"$115,103",3.6,4.6,"$2,149,506","$3,213,621","$9,314.84",66.89%,345,"$583,551",18.2,16.3,"$183,844",5.7,8.6,"$296,846",9.2,7.7,"$196,035",3.35,"$9,131"
320462560042001,2,,St Anne Elem School,St Anne CCSD 256,Saint Anne,Kankakee,"$1,414,444",43.7,62.8,"$140,502",4.3,4.6,"$1,555,053","$3,238,942","$9,415.53",48.01%,344,"$1,020,005",31.5,16.3,"$331,838",10.2,8.6,"$332,153",10.3,7.7,"$132,465",3.14,"$10,259"
11087005A260001,0,,Stewardson-Strasburg High School,Stewardson-Strasburg CUD 5A,Strasburg,Shelby,"$1,560,813",45.3,62.8,"$320,719",9.3,4.6,"$1,881,640","$3,448,478","$10,053.87",54.56%,343,"$1,118,499",32.4,16.3,"$235,097",6.8,8.6,"$213,350",6.2,7.7,"$99,597",4.66,"$9,314"
170530740270001,0,,Flanagan-Cornell High School,Flanagan-Cornell Dist 74,Flanagan,Livingston,"$3,162,603",66.9,62.8,"$249,968",5.3,4.6,"$3,412,701","$4,730,513","$13,831.91",72.14%,342,"$736,450",15.6,16.3,"$428,970",9.1,8.6,"$152,522",3.2,7.7,"$202,867",1.96,"$11,277"
120170030260001,0,,Palestine High School,Palestine CUSD 3,Palestine,Crawford,"$1,631,214",47.3,62.8,"$157,588",4.6,4.6,"$1,788,912","$3,445,794","$10,255.34",51.92%,336,"$1,129,208",32.8,16.3,"$274,584",8,8.6,"$253,200",7.3,7.7,"$92,956",5.6,"$8,698"
320380030260001,0,,Donovan Sr High School,Donovan CUSD 3,Donovan,Iroquois,"$2,043,729",53.2,62.8,"$202,086",5.3,4.6,"$2,245,931","$3,841,915","$11,434.27",58.46%,336,"$1,120,144",29.2,16.3,"$283,413",7.4,8.6,"$192,543",5,7.7,"$103,687",5.95,"$9,722"
390740050260001,0,,Bement High School,Bement CUSD 5,Bement,Piatt,"$2,839,950",74,62.8,"$217,100",5.7,4.6,"$3,057,187","$3,836,211","$11,451.38",79.69%,335,"$378,882",9.9,16.3,"$242,500",6.3,8.6,"$157,779",4.1,7.7,"$179,115",4.88,"$10,637"
110230060260001,0,,Chrisman High School,Edgar County CUD 6,Chrisman,Edgar,"$2,477,230",66.7,62.8,"$181,932",4.9,4.6,"$2,659,292","$3,714,671","$11,188.77",71.59%,332,"$543,035",14.6,16.3,"$296,144",8,8.6,"$216,330",5.8,7.7,"$148,943",5.15,"$9,908"
120170010260001,0,,Hutsonville High School,Hutsonville CUSD 1,Hutsonville,Crawford,"$1,431,216",42.7,62.8,"$285,929",8.5,4.6,"$1,717,251","$3,354,883","$10,228.30",51.19%,328,"$1,048,641",31.3,16.3,"$350,254",10.4,8.6,"$238,843",7.1,7.7,"$62,051",5.22,"$10,361"
560990890022002,2,,Fairmont School,Fairmont SD 89,Lockport,Will,"$2,793,019",54.7,62.8,"$14,339",0.3,4.6,"$2,807,476","$5,101,486","$15,600.87",55.03%,327,"$916,189",18,16.3,"$930,421",18.2,8.6,"$447,518",8.8,7.7,"$196,282",5.05,"$12,975"
30110010260002,0,,Morrisonville High School,Morrisonville CUSD 1,Morrisonville,Christian,"$1,876,670",58.4,62.8,"$245,287",7.6,4.6,"$2,122,078","$3,212,108","$9,883.41",66.07%,325,"$662,171",20.6,16.3,"$310,533",9.7,8.6,"$117,447",3.7,7.7,"$118,853",4.82,"$8,576"
10750030260002,0,,Pleasant Hill High School,Pleasant Hill CUSD 3,Pleasant Hill,Pike,"$1,445,197",49.7,62.8,"$165,309",5.7,4.6,"$1,610,619","$2,907,464","$9,029.39",55.40%,322,"$818,788",28.2,16.3,"$303,703",10.4,8.6,"$174,467",6,7.7,"$82,126",5.2,"$10,403"
130581330022001,2,,Central City Elem School,Central City SD 133,Centralia,Marion,"$462,947",23.8,62.8,"$93,464",4.8,4.6,"$556,498","$1,943,212","$6,053.62",28.64%,321,"$1,035,825",53.3,16.3,"$91,193",4.7,8.6,"$259,783",13.4,7.7,"$60,054",2.55,"$6,781"
30250200260001,0,,Beecher City Jr-Sr High School,Beecher City CUSD 20,Beecher City,Effingham,"$2,169,199",67.8,62.8,"$142,454",4.5,4.6,"$2,311,784","$3,198,525","$9,995.39",72.28%,320,"$493,522",15.4,16.3,"$169,515",5.3,8.6,"$223,835",7,7.7,"$179,737",3.74,"$10,477"
190220340022001,2,,Winfield Primary School,Winfield SD 34,Winfield,Dupage,"$5,166,812",87.8,62.8,"$297,161",5,4.6,"$5,464,124","$5,885,117","$18,390.99",92.85%,320,"$86,068",1.5,16.3,"$157,240",2.7,8.6,"$177,836",3,7.7,"$410,158",4.13,"$17,404"
480720700022001,2,,Monroe Elem School,Monroe SD 70,Bartonville,Peoria,"$1,649,012",64,62.8,"$90,060",3.5,4.6,"$1,739,199","$2,578,130","$8,184.54",67.46%,315,"$625,853",24.3,16.3,"$79,380",3.1,8.6,"$133,825",5.2,7.7,"$171,217",3.15,"$7,455"
24032002C021002,1,,Mazon-Verona-Kinsman Middle Sch,Mazon-Verona-Kinsman ESD 2C,Mazon,Grundy,"$3,637,530",85.2,62.8,"$142,005",3.3,4.6,"$3,779,683","$4,267,327","$13,547.07",88.57%,315,"$179,978",4.2,16.3,"$150,589",3.5,8.6,"$157,225",3.7,7.7,"$314,334",3.73,"$12,176"
120130100260002,0,,Clay City High School,Clay City CUSD 10,Clay City,Clay,"$1,409,770",46,62.8,"$85,111",2.8,4.6,"$1,494,990","$3,062,046","$9,751.74",48.82%,314,"$1,040,069",34,16.3,"$326,714",10.7,8.6,"$200,382",6.5,7.7,"$86,565",5.35,"$9,364"
540920070262001,2,,Rossville-Alvin Elem School,Rossville-Alvin CUSD 7,Rossville,Vermilion,"$1,773,222",50.3,62.8,"$97,228",2.8,4.6,"$1,870,563","$3,522,511","$11,218.19",53.10%,314,"$1,283,569",36.4,16.3,"$185,264",5.3,8.6,"$183,228",5.2,7.7,"$110,114",5.46,"$8,161"
200970010260003,0,,Grayville Jr Sr High School,Grayville CUSD 1,Grayville,White,"$1,020,408",35.4,62.8,"$129,580",4.5,4.6,"$1,150,086","$2,880,090","$9,260.74",39.93%,311,"$1,242,908",43.2,16.3,"$268,670",9.3,8.6,"$218,524",7.6,7.7,"$53,698",5.6,"$9,301"
350501950042001,2,,Wallace Elem School,Wallace CCSD 195,Ottawa,La Salle,"$2,610,738",63.6,62.8,"$896,140",21.8,4.6,"$3,507,004","$4,107,725","$13,208.12",85.38%,311,"$145,935",3.6,16.3,"$228,349",5.6,8.6,"$226,563",5.5,7.7,"$301,114",2.86,"$12,815"
440630180042001,2,,Riley Comm Cons School,Riley CCSD 18,Marengo,McHenry,"$3,801,746",84,62.8,"$177,008",3.9,4.6,"$3,978,901","$4,525,015","$14,596.82",87.93%,310,"$127,070",2.8,16.3,"$175,964",3.9,8.6,"$243,227",5.4,7.7,"$330,307",3.81,"$10,266"
70161330022001,2,,Gen George Patton Elem School,Gen George Patton SD 133,Riverdale,Cook,"$2,199,921",41.3,62.8,"$205,972",3.9,4.6,"$2,405,997","$5,328,539","$17,356.80",45.15%,307,"$1,858,027",34.9,16.3,"$453,633",8.5,8.6,"$610,986",11.5,7.7,"$72,604",9.7,"$14,378"
